Gender,10percentage,12percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,84,83,information technology,74.5,Delhi,2012,725,465,555,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.4173,0.7348,-0.0537,-0.52527,-0.4455,450000
f,91,80,electronics and communication engineering,76,Tamil Nadu,2012,535,475,415,0.538386893,-1,333,-1,-1,-1,286,-1,-0.5719,-0.1232,0.3817,-0.5253,0.5419,235000
m,89.6,83.8,electronics and communication engineering,76.4,Delhi,2014,650,565,595,0.338786347,505,292,-1,-1,-1,-1,-1,0.7027,0.2124,-0.2974,0.3995,1.0554,330000
m,82,60,information technology,80,Punjab,2012,585,525,475,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,-0.9245,-0.7603,-0.7615,320000
m,70,73.8,computer engineering,70.13,Uttar Pradesh,2011,825,505,485,0.884122512,535,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.2525,0.8848,0.5024,715000
m,59.57,55,computer science & engineering,88,Punjab,2015,395,540,535,0.992259189,665,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,-1.8344,-0.8682,-0.0943,145000
m,83,81,electronics and electrical engineering,79.2,Haryana,2012,440,655,705,0.837620726,285,-1,-1,-1,500,-1,-1,-1.0208,0.3789,0.6248,-1.6289,-0.2859,180000
f,67.8,65.2,computer engineering,72.18,Madhya Pradesh,2012,525,305,405,0.24545566,335,-1,-1,-1,-1,-1,-1,0.51,0.0328,-0.7794,-0.2902,0.7788,180000
m,82.4,81.2,information technology,69,Uttar Pradesh,2014,535,470,585,0.622642916,385,-1,407,-1,-1,-1,-1,0.99,1.0449,0.6248,-0.8682,-1.6273,75000
f,79,74.6,computer engineering,71.2,Haryana,2012,525,435,505,0.488347977,405,-1,-1,-1,-1,-1,-1,-1.4606,-1.0593,-0.344,1.1492,-2.3412,280000
f,81.2,82.8,computer engineering,73,Uttar Pradesh,2011,525,625,585,0.635978756,445,-1,-1,-1,-1,-1,-1,0.51,1.1248,0.5269,-0.7603,0.6603,390000
m,73.5,71,mechanical engineering,71,Uttar Pradesh,2013,570,545,500,0.8295846,-1,-1,-1,469,-1,-1,-1,0.99,0.8784,0.6248,-1.5021,0.6721,325000
m,90.6,94.3,electronics and communication engineering,84,Andhra Pradesh,2013,520,460,620,0.493596387,455,324,-1,-1,-1,-1,-1,0.99,0.5454,0.7785,-1.6289,0.6721,300000
f,91.6,90.2,computer science & engineering,74,Jharkhand,2014,615,610,680,0.978799293,495,-1,561,-1,-1,-1,-1,0.2718,0.8784,-1.6807,1.0333,0.6721,450000
m,86,83.8,information technology,77,Himachal Pradesh,2014,555,605,560,0.486747008,465,-1,376,-1,-1,-1,-1,0.9737,1.4368,0.5994,-0.2902,0.3444,505000
m,73,79,electronics and communication engineering,75,Tamil Nadu,2013,440,315,430,0.538386893,-1,333,-1,-1,-1,420,-1,-0.4463,-1.9521,-0.4511,-0.4879,-1.4356,240000
m,65,50,computer application,73.14,Karnataka,2013,625,495,430,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.8772,-0.6201,-0.4511,0.653,-0.4776,240000
m,86,82,information technology,71,Tamil Nadu,2010,485,505,505,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.0355,-0.1232,0.2366,-0.6428,-0.6035,200000
m,86,74.44,computer science & engineering,73.38,Uttar Pradesh,2014,520,575,650,0.486747008,695,-1,376,-1,-1,-1,-1,0.5591,-0.4536,-0.6048,-0.6147,-0.0943,450000
m,91.6,85.8,electronics and communication engineering,77.7,Uttar Pradesh,2012,534,575,685,0.376059587,-1,300,-1,-1,-1,-1,-1,-0.5719,1.5928,0.5269,-0.1727,0.1864,335000
f,89,78,computer engineering,73.14,Uttar Pradesh,2011,545,485,544,0.884122512,535,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,-0.43717,0.3444,310000
f,87.4,83,biotechnology,71,Madhya Pradesh,2011,645,485,544,-1,355,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,0.0623,0.6603,450000
m,78,83,information technology,72.13,Delhi,2010,444,555,695,0.999904558,804,-1,-1,-1,-1,-1,-1,0.6646,0.3448,0.8171,0.6498,0.0284,600000
m,93.33,76.66,ceramic engineering,72,Orissa,2014,650,570,750,-1,515,-1,-1,-1,-1,-1,-1,0.5591,0.3789,-0.1437,-0.2344,0.6721,335000
m,75,77,electronics and communication engineering,70.45,Karnataka,2013,455,595,545,0.112139438,425,228,-1,-1,-1,-1,-1,1.2772,1.2114,1.3933,-0.1076,0.8637,150000
m,71.3,63.8,computer application,79.6,Jharkhand,2014,325,475,370,0.622642916,425,-1,407,-1,-1,-1,-1,-1.308,-0.2871,-0.2974,1.1601,-1.244,180000
m,81,73,information technology,61.6,Uttar Pradesh,2014,640,570,495,0.356536488,535,-1,346,-1,-1,-1,-1,-0.4463,0.8784,0.4711,-2.136,0.6721,360000
m,55,68,computer engineering,74.9,West Bengal,2013,440,560,545,0.793580615,495,-1,-1,-1,-1,-1,-1,0.5591,0.3789,1.3933,-1.2486,-1.0524,180000
f,83.4,88.2,electronics and communication engineering,72.3,Uttar Pradesh,2013,450,450,445,0.124502074,-1,233,-1,-1,-1,-1,-1,0.4155,0.3789,1.2396,1.0333,-0.0943,180000
m,64.8,69.4,information technology,73.8,Chhattisgarh,2013,465,475,385,0.356536488,525,-1,346,-1,-1,-1,-1,0.1282,0.8784,-0.1437,-0.2344,0.2889,240000
m,83.5,87.2,computer science & engineering,79.95,Delhi,2014,580,615,510,0.953899775,485,-1,530,-1,-1,-1,-1,0.5591,1.0449,-0.6048,0.7798,-1.0524,350000
m,82.27,80.58,electronics and communication engineering,61,Tamil Nadu,2010,495,465,575,0.124502074,275,233,-1,180,-1,-1,-1,-0.4173,-0.7473,-0.0537,0.2973,0.0284,400000
m,71.1,64.5,mechanical engineering,60.05,Uttar Pradesh,2015,560,340,390,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.0154,-0.6201,-0.4511,0.1459,-1.244,150000
m,91.4,81.2,computer science & engineering,73,Bihar,2015,755,640,740,0.998876108,685,-1,653,-1,-1,-1,-1,-0.2632,0.8993,-0.4226,-0.3414,0.1275,150000
f,78,79.4,computer engineering,76.76,Uttar Pradesh,2012,465,575,625,0.864685413,525,-1,-1,-1,-1,-1,-1,1.2828,0.7348,0.0552,-0.0552,-0.9194,455000
m,77,69,electronics and communication engineering,84.1,West Bengal,2013,490,590,655,-1,385,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.4711,-1.6289,0.6721,240000
m,80,75,electrical engineering,71.56,Rajasthan,2011,375,495,445,0.376059587,-1,300,-1,-1,-1,-1,-1,0.51,0.3448,0.2075,0.9169,0.0284,350000
f,89,94.16,information technology,89.2,Tamil Nadu,2012,425,515,655,0.930370607,565,-1,-1,-1,-1,-1,-1,0.0464,1.3198,-0.4891,-1.11277,-0.2875,385000
m,87.33,82.46,mechanical engineering,73.83,Rajasthan,2012,640,610,650,0.995613797,-1,-1,-1,616,-1,-1,-1,1.2828,0.8128,0.0914,-0.8778,0.6603,440000
m,73.94,79.16,computer application,86,Tamil Nadu,2013,535,460,680,0.974396113,615,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,0.9322,-0.995,-0.4776,380000
m,79.8,81,electronics and communication engineering,76.03,Madhya Pradesh,2012,425,535,605,0.694479328,-1,366,-1,-1,-1,-1,-1,1.4374,0.1498,-0.598,-1.58287,-0.7615,420000
f,92,94.8,electronics and communication engineering,77.33,Telangana,2012,505,525,505,0.960603252,-1,466,-1,-1,-1,-1,-1,0.0464,0.9688,-0.1626,1.3549,-0.7615,360000
m,76,78,electronics and electrical engineering,70.6,Uttar Pradesh,2014,730,570,665,0.661834476,-1,-1,-1,-1,446,-1,-1,-0.5899,-0.7866,1.0859,-0.1076,-0.4776,320000
m,78.93,65,computer engineering,67.63,Maharashtra,2012,535,535,455,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.2628,1.5538,0.5994,-0.29027,0.3444,355000
m,80.6,74.6,computer science & engineering,57.5,Punjab,2014,485,440,445,0.356536488,485,-1,346,-1,-1,-1,-1,0.2718,0.2124,0.7785,1.9207,-0.6692,180000
m,83.2,77.33,electronics and electrical engineering,75.67,Karnataka,2011,655,415,485,0.376059587,345,300,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.344,-1.4653,-0.6035,490000
m,52.7,45.6,computer application,69.7,Uttar Pradesh,2011,345,385,345,0.600057182,435,-1,-1,-1,-1,-1,-1,-2.272,-1.5273,-1.0697,0.7673,-0.4455,300000
m,69.5,68.5,information technology,69.9,Madhya Pradesh,2013,475,500,235,0.413838256,385,-1,-1,-1,-1,-1,-1,0.5591,1.0449,1.2396,0.3995,1.0554,2000000
m,85,85.6,computer science & engineering,80,Telangana,2015,630,510,485,0.622642916,585,-1,407,-1,-1,-1,-1,1.2772,0.0459,0.3174,-0.995,1.0554,120000
f,67.25,63.4,electrical engineering,69.97,West Bengal,2010,455,565,565,0.694479328,365,366,-1,-1,-1,-1,-1,0.9737,1.2808,0.8171,-0.0552,1.4502,240000
m,88.2,80.8,computer science & engineering,70,Haryana,2014,735,595,545,0.999910408,535,-1,715,-1,-1,-1,-1,1.9953,1.0449,-0.1437,-2.3895,0.2889,325000
m,76.2,63.8,computer science & engineering,66,Rajasthan,2014,455,455,465,0.144789889,335,-1,284,-1,-1,-1,-1,-1.308,0.3789,-0.9122,0.2727,0.0973,100000
m,67.2,58.6,information technology,66.6,Madhya Pradesh,2012,630,565,620,0.842248322,465,-1,469,-1,-1,-1,-1,-0.159,0.5454,0.3174,0.1459,-0.2859,180000
m,76,66.66,mechanical engineering,65,Punjab,2015,500,400,475,0.125690182,375,-1,-1,284,-1,-1,-1,-2.457,-0.7866,0.01,0.2727,-2.2021,250000
m,89.5,78.83,metallurgical engineering,73,Orissa,2014,455,485,605,0.863724178,425,-1,-1,-1,-1,-1,-1,-2.7443,0.2124,-1.527,1.1601,-0.2859,300000
m,56,63,electronics & telecommunications,65,Orissa,2013,404,495,405,0.279258512,255,-1,-1,-1,-1,292,-1,0.2718,-0.9531,0.4711,-1.1218,-1.0524,220000
m,90.2,84.8,computer engineering,66.23,Maharashtra,2015,545,670,680,0.842248322,725,-1,469,-1,-1,-1,-1,-0.4463,1.2114,1.0859,-0.8682,0.4805,1500000
f,75.6,77,mechanical engineering,70.66,Uttar Pradesh,2011,505,404,524,0.535862819,295,-1,-1,393,-1,-1,-1,0.6646,1.7488,0.2366,0.5323,0.6603,275000
m,83.68,84.5,computer science & engineering,72.3,Karnataka,2014,580,605,570,0.622642916,585,-1,407,-1,-1,-1,-1,-1.308,-1.7856,-0.6048,1.0333,-2.5853,500000
m,79.8,75.6,electronics and communication engineering,61.9,Haryana,2012,405,620,620,0.376059587,395,300,-1,-1,-1,-1,-1,1.1336,1.0449,0.4711,-0.4879,0.2889,510000
m,84.4,76,mechanical engineering,63,Maharashtra,2013,430,595,545,0.977066467,-1,-1,-1,561,-1,-1,-1,0.8463,0.2124,0.4711,-0.3612,-0.0943,185000
m,72,72,information technology,70.5,Uttarakhand,2012,440,570,530,0.81941653,505,-1,-1,-1,-1,-1,-1,0.0464,0.6178,-0.3803,-1.1128,0.1864,490000
m,85.8,83,electronics and communication engineering,91,Madhya Pradesh,2014,555,545,590,0.649389715,655,356,-1,-1,-1,-1,-1,-0.159,0.5454,0.4711,-1.1218,-0.6692,300000
m,73,77,electronics and communication engineering,79.67,Uttarakhand,2013,475,585,515,0.229481755,-1,266,-1,-1,-1,-1,-1,0.51,0.8128,-1.0697,-0.4371,0.1864,410000
m,73,57.8,computer engineering,58,Karnataka,2012,375,435,495,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-0.2714,0.2973,-1.0774,225000
m,83.04,72.6,electronics and communication engineering,64.95,Karnataka,2013,535,375,375,0.279258512,415,-1,-1,-1,-1,292,-1,1.4208,0.8784,-0.2974,0.7798,0.6721,100000
f,83,66,mechanical engineering,78,Orissa,2012,305,515,495,0.714529363,-1,-1,-1,435,-1,-1,-1,0.9737,0.2668,0.5994,0.6498,-0.9194,330000
m,87,81,electronics and communication engineering,72,Tamil Nadu,2014,570,495,525,0.053160305,475,196,-1,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.6289,-1.6273,300000
m,85,82,electronics and communication engineering,70.6,Haryana,2014,510,655,665,-1,505,-1,315,-1,-1,-1,-1,0.8463,0.8784,0.7785,-1.2486,-0.4776,325000
m,79.2,76.6,electronics and communication engineering,67.6,Karnataka,2013,650,580,635,0.976292561,395,484,-1,-1,-1,313,-1,-0.4463,0.2124,0.7785,1.0333,-0.8608,310000
m,74,81,aeronautical engineering,67.1,Telangana,2013,510,555,530,-1,-1,-1,-1,-1,-1,-1,-1,0.2718,0.2124,0.01,0.2727,-0.0943,120000
m,77.86,64.33,computer science & engineering,70,Maharashtra,2013,590,555,590,0.990008757,655,-1,-1,-1,-1,-1,-1,-1.4517,-1.1196,0.6248,1.794,-0.0943,525000
m,81.66,58.55,information science engineering,55.9,Karnataka,2013,630,680,560,0.486747008,465,-1,376,-1,-1,-1,-1,0.99,0.8784,1.0859,-0.7415,1.0554,230000
m,82.6,76,electronics and electrical engineering,78,Tamil Nadu,2014,510,560,485,0.837620726,335,-1,-1,-1,500,-1,-1,-1.0208,-0.7866,0.01,1.6672,-1.4356,300000
f,89,90.6,computer science & engineering,70.4,Andhra Pradesh,2014,335,505,630,0.622642916,555,-1,407,-1,-1,-1,-1,1.4208,-0.2871,0.1637,-2.2627,0.6721,305000
m,85,76.7,mechanical engineering,67.66,Andhra Pradesh,2014,520,350,325,0.45901584,-1,-1,-1,376,-1,-1,-1,0.8463,0.0459,-1.9881,0.7798,1.6302,205000
f,91.2,84.63,computer engineering,78.15,Karnataka,2010,455,535,445,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,0.5269,-0.2902,0.3444,320000
m,83.4,77.4,electronics and electrical engineering,70,Uttar Pradesh,2011,565,675,725,0.910770164,405,433,-1,-1,-1,-1,-1,-0.5719,0.6568,0.8171,-0.8778,0.3444,510000
f,79,72.5,electronics and electrical engineering,66.43,Karnataka,2014,525,360,370,0.298769129,-1,-1,-1,-1,356,-1,-1,-0.0154,1.0449,-0.1437,-0.6147,1.4386,205000
m,62.4,67.17,electronics & telecommunications,60.14,Maharashtra,2013,420,615,465,0.88162007,425,420,-1,-1,-1,-1,-1,-0.5899,-0.2871,0.01,0.1459,0.0973,140000
m,81.2,76.4,mechanical engineering,72.3,Uttar Pradesh,2013,765,605,665,0.755375121,-1,-1,-1,446,-1,-1,-1,1.5644,0.7119,1.2396,-2.3895,1.247,360000
f,90.6,92.3,electronics and communication engineering,78.07,Telangana,2011,625,545,605,0.0587928,445,200,-1,-1,-1,420,-1,0.2009,0.6568,-0.7794,-0.0552,0.9763,375000
m,55,43,computer application,62,Maharashtra,2011,305,415,285,0.24545566,335,-1,-1,-1,-1,-1,-1,0.51,0.4488,0.065,-1.1911,0.1187,180000
m,69,69,computer science & engineering,66,Haryana,2013,325,305,430,0.864685413,525,-1,-1,-1,-1,-1,-1,0.4155,0.2124,0.4711,-0.7415,0.6721,195000
m,73,74,information technology,69.2,Tamil Nadu,2012,415,635,455,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2148,0.1798,-0.643,310000
m,72.4,72.8,electronics and communication engineering,71.77,Telangana,2014,465,375,510,0.20739217,395,260,-1,-1,-1,-1,-1,0.2718,0.8784,0.7785,-0.2344,0.0973,325000
f,78.33,67.6,computer science & engineering,65.72,Haryana,2012,510,655,605,0.488347977,405,-1,-1,-1,-1,-1,-1,1.8517,1.3779,1.0859,-2.136,1.6302,275000
m,68,59.2,electronics and communication engineering,65,Uttar Pradesh,2010,355,455,495,0.376059587,-1,300,-1,-1,-1,-1,-1,-1.6538,-1.6833,-1.2148,1.3549,0.0284,375000
f,86.6,92,computer engineering,77.96,Telangana,2011,495,555,425,0.793580615,495,-1,-1,-1,-1,-1,-1,0.8192,0.8128,0.5269,-1.4653,0.1864,515000
f,81,77,information technology,82.9,Punjab,2011,445,505,525,0.563267824,425,-1,-1,-1,-1,-1,-1,0.3555,-0.5913,-0.6343,-0.9953,0.0284,380000
m,61.6,57.83,computer engineering,49.07,Maharashtra,2013,655,425,555,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.2287,-0.2793,-0.4891,-0.08457,-0.1295,350000
f,85.83,86,information technology,86,Maharashtra,2014,315,480,295,0.144789889,365,-1,284,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,-2.0092,-1.244,265000
f,83,85,electronics & instrumentation eng,70,Tamil Nadu,2013,535,410,370,0.338786347,375,292,-1,-1,313,-1,-1,-2.8879,-3.9501,-2.7565,-1.2486,-5.6512,325000
m,84.3,86.5,electronics engineering,68.87,Maharashtra,2013,580,580,560,0.229481755,425,266,-1,-1,-1,286,-1,-1.0355,0.6568,0.8171,0.8848,0.4234,380000
m,69.66,69.6,information technology,71.7,Uttar Pradesh,2014,510,460,575,0.667326452,454,-1,-1,-1,-1,-1,-1,-2.457,-1.2861,-1.6807,0.653,-1.244,340000
m,79.78,64,electronics & telecommunications,56.43,Maharashtra,2011,585,655,625,0.824666401,-1,400,-1,-1,-1,-1,-1,0.0464,0.8128,0.5269,-0.0552,-0.4455,280000
m,90.4,80.4,information technology,74,Delhi,2013,325,555,705,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.159,0.5454,0.9322,0.5262,-1.0524,410000
m,84,88,electronics and electrical engineering,72.5,Telangana,2013,580,565,545,0.423951396,325,-1,315,-1,388,-1,-1,0.1282,0.3789,1.3933,-0.7415,0.8637,300000
f,93,97,electronics and communication engineering,80.5,Andhra Pradesh,2012,585,655,735,0.538386893,455,333,-1,-1,-1,-1,-1,-0.881,1.1248,-2.9565,-0.78967,-1.2354,395000
m,91.86,94.5,electronics and communication engineering,69.06,Tamil Nadu,2011,485,404,505,0.824666401,355,400,-1,-1,-1,-1,-1,-0.2628,-1.0593,-0.0537,-0.5253,0.3444,90000
m,79.66,87,mechanical engineering,74.1,Andhra Pradesh,2010,525,475,505,0.304510914,-1,-1,-1,340,-1,-1,-1,-0.881,-0.6693,-0.7068,0.06223,-0.1295,300000
m,87,92,electrical engineering,63.96,Telangana,2009,445,605,525,0.298769129,315,-1,-1,-1,356,-1,-1,0.7027,-0.2871,-0.2974,-0.6147,-1.8189,160000
f,65,58,information technology,70,Uttar Pradesh,2012,404,464,425,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.4173,0.6178,-0.4891,0.6498,-0.4455,145000
m,70.2,61.8,information technology,69,Orissa,2014,455,370,485,0.622642916,395,-1,407,-1,-1,-1,-1,0.1282,-0.1206,-1.0659,1.794,0.2889,150000
m,73,62,computer science & engineering,75,Uttar Pradesh,2014,405,545,535,0.953899775,495,-1,530,-1,-1,-1,-1,0.7027,-1.2861,-0.9122,-0.7415,-0.8608,145000
m,70,43.42,electronics and communication engineering,55.52,Karnataka,2014,370,360,270,0.649389715,-1,356,-1,-1,-1,-1,-1,-0.7335,-2.1186,-1.9881,-0.4879,-5.0763,180000
m,84.67,86.46,chemical engineering,85.8,Rajasthan,2011,545,525,715,-1,-1,-1,-1,-1,-1,-1,-1,-1.3447,-1.0593,0.672,1.0024,-1.7093,730000
m,63,64,electronics and electrical engineering,72.4,Punjab,2013,500,460,415,0.193768442,395,-1,-1,-1,324,-1,-1,1.1336,0.7119,0.1637,-0.4879,-0.4776,105000
m,88.8,94.6,electrical engineering,80.6,Telangana,2014,510,525,720,0.938399137,345,-1,-1,-1,553,-1,-1,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,305000
m,76,67,electronics and communication engineering,64,Karnataka,2013,730,520,590,0.538386893,375,333,-1,-1,-1,-1,-1,1.1336,1.3779,1.2396,1.1601,1.0554,325000
m,64.4,79.2,computer science & engineering,70.14,Haryana,2013,560,545,595,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.0154,0.3789,0.4711,-0.1076,0.2889,180000
m,87.8,83.8,computer science & engineering,80,Tamil Nadu,2010,310,535,470,-1,-1,-1,-1,-1,-1,-1,-1,0.4034,0.4934,-0.6339,-1.3255,0.7631,160000
f,85,94.6,mechanical engineering,80.02,Andhra Pradesh,2013,545,510,485,0.993917312,-1,-1,-1,606,-1,-1,-1,-0.5899,1.5444,-0.2974,-0.4879,0.6721,210000
f,81,66,computer science & engineering,80,Orissa,2013,545,545,595,0.356536488,345,-1,346,-1,-1,-1,-1,-0.7335,0.0459,-0.1437,-0.1076,0.4805,275000
m,71.66,73.8,computer engineering,63.88,Delhi,2012,425,485,405,0.735795709,475,-1,-1,-1,-1,-1,-1,0.9737,1.1248,0.2366,0.0623,-0.0506,150000
m,91.2,77.8,information technology,77.8,Orissa,2014,535,540,570,0.911395278,395,-1,500,-1,-1,-1,-1,1.2772,0.2124,0.6248,-1.3753,0.4805,210000
m,82.2,81,electronics and communication engineering,81,Uttar Pradesh,2014,395,425,460,0.783303537,525,388,-1,-1,-1,-1,-1,1.4208,1.2114,1.7007,-0.7415,0.4805,180000
f,83,73,electronics and communication engineering,67,Uttar Pradesh,2013,595,625,560,0.338786347,405,292,-1,-1,-1,-1,-1,-0.3027,0.7119,1.3933,-2.3895,0.6721,325000
f,93,94.6,electronics and communication engineering,78.15,Telangana,2012,515,635,725,0.694479328,-1,366,-1,-1,-1,260,-1,0.8578,1.7488,0.0914,-1.3184,0.5024,360000
m,57,58,computer application,74.8,Uttar Pradesh,2014,520,595,515,0.842248322,605,-1,469,-1,-1,-1,-1,-0.8772,-0.7866,-1.9881,2.6814,-0.2859,180000
m,83,63,information technology,66,Haryana,2013,450,495,515,0.23780284,375,-1,315,-1,-1,-1,-1,0.1282,-0.2871,0.3174,-1.8824,0.0973,160000
m,82.4,68,computer engineering,67.23,Uttar Pradesh,2012,555,485,445,0.488347977,405,-1,-1,-1,-1,-1,-1,1.4374,0.9688,-0.0537,-1.11277,-0.2875,485000
m,88.2,91,computer science & engineering,75.7,Telangana,2013,720,510,655,0.486747008,525,-1,376,-1,-1,-1,-1,-0.4463,-0.6201,-0.1437,0.1459,-2.5853,350000
m,76.6,72.8,computer science & engineering,76,Haryana,2014,500,530,620,0.998966944,735,-1,-1,-1,-1,-1,-1,-0.4463,-2.7846,-1.527,0.3995,-2.0105,325000
m,85.3,92.6,computer science & engineering,69.43,Andhra Pradesh,2012,645,635,695,0.930370607,565,-1,-1,-1,-1,-1,-1,0.3555,0.1888,-0.6343,2.2949,-0.9984,370000
m,68.6,70,electronics and communication engineering,71.3,Uttar Pradesh,2013,520,535,620,0.376059587,-1,300,-1,-1,-1,-1,-1,-0.0154,1.0449,0.6248,-1.8824,0.8637,350000
m,79.4,80.4,computer science & engineering,71,Himachal Pradesh,2014,545,505,595,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.159,-1.9521,-0.7585,-0.7415,-2.2021,320000
m,71,64.6,electronics and communication engineering,65.6,Haryana,2014,325,440,380,0.493596387,-1,324,-1,-1,-1,286,-1,-1.1644,1.0449,0.7785,1.4136,-0.6692,225000
m,61,61.8,information technology,62.2,Uttar Pradesh,2012,395,565,475,0.670743151,455,-1,-1,-1,-1,-1,-1,0.5522,0.8128,-1.0116,-1.3008,0.1864,200000
f,81,93.3,electronics and communication engineering,74.42,Telangana,2013,520,440,605,0.538386893,445,333,-1,-1,-1,-1,-1,-1.308,-0.6201,-1.2196,1.2869,-0.8608,180000
m,72.3,95,information technology,70,Uttar Pradesh,2010,454,515,625,0.308400583,355,333,-1,-1,-1,-1,-1,0.0464,0.3448,-0.9245,-0.9953,0.6603,400000
m,75.38,72,electronics and communication engineering,68.75,Karnataka,2011,325,495,565,0.376059587,-1,300,-1,-1,-1,-1,-1,0.0464,-2.1513,1.1074,0.0623,0.8183,500000
m,87.2,76.6,electronics and communication engineering,67,Uttar Pradesh,2014,510,610,665,0.649389715,-1,356,-1,-1,-1,366,-1,-1.8825,-1.4526,-1.9881,1.5404,-1.244,325000
m,57.67,74,computer engineering,76.26,Uttar Pradesh,2012,555,495,810,0.843123727,515,-1,-1,-1,-1,-1,-1,0.3941,0.8128,0.2366,-1.3184,0.3444,260000
f,66,68,computer science & engineering,71,Uttar Pradesh,2012,500,555,605,0.911395278,465,-1,500,-1,-1,-1,-1,1.4208,1.2114,0.9322,-0.6147,1.0554,205000
m,80.33,89.6,computer engineering,73.5,Uttar Pradesh,2011,525,605,605,0.600057182,435,-1,-1,-1,-1,-1,-1,0.6646,0.5008,0.8171,-0.7603,0.5024,760000
m,78,85,electronics and communication engineering,73,Tamil Nadu,2010,435,335,345,-1,345,-1,-1,-1,-1,-1,-1,0.2009,0.5008,0.0914,0.5323,0.1864,180000
m,91.2,95.2,electronics and communication engineering,76.2,Andhra Pradesh,2014,580,645,635,0.997642772,525,-1,-1,-1,-1,548,-1,0.8463,0.7119,1.8543,-1.1218,0.2889,310000
m,87,86.54,electronics and communication engineering,78.4,Union Territory,2013,325,415,470,0.376059587,-1,300,-1,-1,-1,-1,-1,0.4285,0.1125,0.7785,-0.3612,0.167,150000
f,55.6,68,computer engineering,67.84,Uttar Pradesh,2011,455,385,355,0.190153406,315,-1,-1,-1,-1,-1,-1,0.8192,0.3448,0.5269,0.6498,0.6603,180000
f,89.33,95.5,electronics and communication engineering,79.96,Telangana,2014,545,520,645,0.997298968,495,548,-1,-1,-1,-1,-1,0.5591,0.8784,0.6248,0.653,1.0554,195000
m,74.6,73.4,information technology,71.06,Uttar Pradesh,2012,555,475,615,0.916869961,555,-1,-1,-1,-1,-1,-1,1.2828,1.1248,1.8331,-0.1727,1.6082,370000
m,71,70.8,computer science & engineering,75,Madhya Pradesh,2013,325,485,575,0.911395278,465,-1,500,-1,-1,-1,-1,0.1282,1.2114,2.008,0.2727,0.6721,240000
